type,node_id,x,y,demand,Q,k,L,B
1,62,17326,21797,583,,,,
1,63,11635,8786,813,,,,
1,64,2811,7782,343,,,,
1,65,13482,24997,668,,,,
1,66,6887,16164,523,,,,
1,67,20327,21057,320,,,,
1,68,9195,29413,482,,,,
1,69,1326,25448,922,,,,
1,70,14716,1320,770,,,,
1,71,20437,5511,631,,,,
1,72,3795,4884,540,,,,
1,73,22676,20254,592,,,,
1,74,4990,23014,533,,,,
1,75,141,7544,155,,,,
1,76,22786,8535,503,,,,
1,77,17426,25160,473,,,,
1,78,13602,5235,1005,,,,
1,79,19052,11847,493,,,,
1,80,6064,26113,385,,,,
1,81,21471,24859,768,,,,
1,82,4729,24081,594,,,,
1,83,17065,3115,847,,,,
1,84,13803,12312,173,,,,
1,85,22706,4746,275,,,,
1,86,13983,3893,289,,,,
1,87,6917,27092,611,,,,
1,88,9898,11822,479,,,,
1,89,9587,9162,395,,,,
1,90,5823,19363,698,,,,
1,91,141,8472,582,,,,
1,92,6244,10041,701,,,,
1,93,17727,23152,531,,,,
1,94,16142,26590,21,,,,
1,95,8312,21948,377,,,,
1,96,15298,22011,425,,,,
1,97,11303,2462,473,,,,
1,98,8553,9564,659,,,,
1,99,19926,22914,777,,,,
1,100,392,2425,468,,,,
2,101,16879,25429,718,,,,
2,102,13386,19219,396,,,,
2,103,2636,11189,643,,,,
2,104,5697,10925,542,,,,
2,105,15926,14049,406,,,,
2,106,9451,18667,612,,,,
2,107,7042,9357,565,,,,
2,108,11750,3272,739,,,,
2,109,22771,3071,258,,,,
2,110,22500,14777,492,,,,
2,111,13266,712,1051,,,,
2,112,4663,14539,603,,,,
2,113,1451,7713,476,,,,
2,114,16568,22770,436,,,,
2,115,9622,29771,495,,,,
2,116,20473,298,529,,,,
2,117,12282,12493,656,,,,
2,118,3128,27512,440,,,,
2,119,7865,21753,510,,,,
2,120,23213,5066,318,,,,
2,121,18736,2983,196,,,,
2,122,18776,13874,107,,,,
2,123,19750,21879,473,,,,
2,124,919,14062,367,,,,
2,125,9130,24049,504,,,,
2,126,3549,26722,639,,,,
2,127,9592,15016,809,,,,
2,128,13346,12506,478,,,,
2,129,19499,210,564,,,,
2,130,16919,21628,237,,,,
2,131,13426,16032,708,,,,
2,132,528,14915,651,,,,
2,133,13597,7035,588,,,,
2,134,23203,13108,888,,,,
2,135,19007,9796,567,,,,
2,136,22781,6508,489,,,,
2,137,3740,29394,383,,,,
2,138,10154,16383,804,,,,
2,139,14370,11879,587,,,,
2,140,19860,2506,594,,,,
2,141,1682,22155,732,,,,
2,142,14370,16320,788,,,,
2,143,11830,6797,372,,,,
2,144,3800,17776,554,,,,
2,145,19459,536,453,,,,
2,146,23042,27788,826,,,,
2,147,23143,9419,919,,,,
2,148,10636,7186,783,,,,
2,149,21105,9407,527,,,,
2,150,769,6358,733,,,,
2,151,12061,5317,235,,,,
2,152,4402,15605,459,,,,
2,153,18656,3284,168,,,,
2,154,7584,26195,508,,,,
2,155,15183,9005,296,,,,
2,156,20854,28604,213,,,,
2,157,147,28090,369,,,,
2,158,6962,13221,736,,,,
2,159,19981,6057,329,,,,
2,160,307,699,623,,,,
2,161,1331,8341,738,,,,
2,162,11499,11603,430,,,,
2,163,14771,10637,529,,,,
2,164,2796,6759,897,,,,
2,165,10525,18905,465,,,,
2,166,8668,6910,787,,,,
2,167,11308,8315,481,,,,
2,168,16076,2356,634,,,,
2,169,15484,15003,752,,,,
2,170,10786,13660,604,,,,
2,171,21908,13962,1007,,,,
2,172,3900,2004,234,,,,
2,173,4523,11502,406,,,,
2,174,5888,17424,489,,,,
2,175,10325,12795,90,,,,
2,176,2867,20925,898,,,,
2,177,13396,23271,423,,,,
2,178,5727,2719,430,,,,
2,179,12312,19332,338,,,,
2,180,729,13987,824,,,,
2,181,6139,5881,598,,,,
2,182,22621,15116,635,,,,
2,183,16468,18792,352,,,,
2,184,9522,26408,610,,,,
2,185,18505,3849,337,,,,
2,186,20322,8780,702,,,,
2,187,10545,26396,520,,,,
2,188,17000,13058,857,,,,
2,189,15093,2042,845,,,,
2,190,10586,29281,831,,,,
2,191,6299,27011,653,,,,
2,192,11479,18805,370,,,,
2,193,7374,16032,307,,,,
2,194,6008,1490,228,,,,
2,195,16046,5505,747,,,,
2,196,4995,28868,150,,,,
2,197,7384,335,335,,,,
2,198,18345,624,685,,,,
2,199,3820,6747,409,,,,
2,200,9020,28115,583,,,,
