node_id,PtID,log,lat
128.0,274153,-84.61455988,42.70529159
129.0,274154,-84.61455834,42.74106648
130.0,274162,-84.61444298,42.75681802
131.0,274169,-84.61439254,42.72800811
132.0,274173,-84.61434641,42.7555141
133.0,274187,-84.61414583,42.72941916
134.0,274192,-84.61410311,42.76517272
135.0,274194,-84.61408624,42.69097221
136.0,274197,-84.6140776,42.690599
137.0,274200,-84.61404324,42.72662482
138.0,274201,-84.61403521,42.72727843
139.0,274203,-84.61402511,42.72559042
140.0,274206,-84.6139907,42.72199994
141.0,274221,-84.61382059,42.75029615
142.0,274225,-84.61380717,42.73127646
143.0,274233,-84.61378045,42.75155201
144.0,274252,-84.61369348,42.72156249
145.0,274266,-84.61365473,42.75606456
146.0,274294,-84.6135436,42.72338407
147.0,274295,-84.61353524,42.74800671
148.0,274296,-84.61352139,42.74649305
149.0,274298,-84.61351359,42.76593305
150.0,274301,-84.61349783,42.74471320000001
151.0,274303,-84.61348668,42.76462974
152.0,274305,-84.61348352,42.72469841
153.0,274306,-84.61348308,42.74107615
154.0,274307,-84.61348038,42.73050173
155.0,274308,-84.61347995,42.73018114
156.0,274311,-84.61345726,42.72545738
157.0,274321,-84.61335889,42.728170500000004
158.0,274326,-84.61334381,42.73383208
159.0,274328,-84.61333297,42.72727439
160.0,274330,-84.61332879,42.73631882
161.0,274331,-84.61331816,42.73868864
162.0,274336,-84.61328139,42.7062206
163.0,274341,-84.61326595,42.76442666
164.0,274342,-84.61326417,42.74107826
165.0,274343,-84.61326305,42.68315513
166.0,274358,-84.61315921,42.70319531
167.0,274367,-84.61304659,42.69332599
168.0,274380,-84.61295484,42.72727221
169.0,274384,-84.61293199,42.72816845
170.0,274392,-84.61284297,42.76400092
171.0,274396,-84.61279461,42.72545237
172.0,274404,-84.61273343,42.68249625
173.0,274405,-84.61272913,42.68187767
174.0,274406,-84.61272908,42.75535897
175.0,274408,-84.61272648,42.68883548
176.0,274411,-84.61270303,42.68871087
177.0,274412,-84.61270029,42.74950025
178.0,274413,-84.61269329,42.74652718
179.0,274420,-84.6126718,42.68125008
180.0,274422,-84.61267124,42.75060351
181.0,274424,-84.6126681,42.75488335
182.0,274425,-84.61266427,42.75153797
183.0,274426,-84.61265752,42.75545516
184.0,274428,-84.61265711,42.75248814
185.0,274430,-84.61265387,42.75172108
186.0,274432,-84.61264069,42.75283796
187.0,274436,-84.61263073,42.75396514
188.0,274439,-84.61262621,42.69332184
189.0,274451,-84.61259715,42.74838148
190.0,274484,-84.61237208,42.68002783
191.0,274500,-84.61227214,42.71210607
192.0,274506,-84.61224256,42.70435065
193.0,274532,-84.6121683,42.69332816
194.0,274543,-84.61212990000001,42.73615981
195.0,274546,-84.61211180000001,42.72438364
196.0,274549,-84.61210812,42.73873212
197.0,274550,-84.61210435,42.72171218
198.0,274561,-84.61204199,42.70512548
199.0,274568,-84.61202054,42.73014775
200.0,274569,-84.61201949999999,42.73283346
201.0,274572,-84.61199975,42.733837
202.0,274574,-84.61199767,42.72912645
203.0,274595,-84.61188171,42.70729169
204.0,274605,-84.61179666,42.76841111
205.0,274621,-84.6117108,42.68249713
206.0,274622,-84.61170479,42.68316317
207.0,274624,-84.61170274,42.7549363
208.0,274634,-84.61163744,42.68193272
209.0,274639,-84.61158483,42.76719646
210.0,274642,-84.61156946,42.76574964
211.0,274658,-84.61144823,42.68913192
212.0,274664,-84.61142313,42.68153521
213.0,274670,-84.61140049,42.68009993
214.0,274673,-84.6113803,42.6890248
215.0,274685,-84.61129736,42.67900281
216.0,274686,-84.61128992,42.67950269
217.0,274688,-84.6112642,42.68135791
218.0,274696,-84.61123882,42.69501651
219.0,274701,-84.61122035,42.76918047
220.0,274711,-84.61110878,42.76334521
221.0,274713,-84.61105597,42.69338813
222.0,274715,-84.61104452,42.69425697
223.0,274717,-84.61101317,42.754405600000005
224.0,274718,-84.61100667,42.69032104
225.0,274733,-84.61094774,42.73875083
226.0,274740,-84.61090027,42.73613274
227.0,274741,-84.61089369,42.68095823
228.0,274742,-84.61087771,42.70799467
229.0,274760,-84.61077742,42.72201021
230.0,274765,-84.61074051,42.72436506
231.0,274791,-84.61059002,42.69020157
232.0,274801,-84.61050475,42.69138033
233.0,274802,-84.61049467,42.68950583
234.0,274803,-84.61049032,42.68017279
235.0,274809,-84.61043605,42.68196934
236.0,274810,-84.61042091,42.68940382
237.0,274821,-84.61036513,42.72661106
238.0,274826,-84.61034492,42.73013494
239.0,274827,-84.61034222,42.72761473
240.0,274835,-84.61031712,42.732836400000004
241.0,274849,-84.61026634,42.71208604
242.0,274871,-84.61017204,42.68103992
243.0,274872,-84.61017197,42.67035131
244.0,274873,-84.6101682,42.69741839
245.0,274874,-84.61016657,42.67974455
246.0,274885,-84.61010377,42.69704292
247.0,274894,-84.6100515,42.6829019
248.0,274896,-84.6100306,42.68204201
249.0,274900,-84.61001397,42.72074918
250.0,274926,-84.60986984,42.70124548
251.0,274961,-84.60966971,42.71209534
252.0,274967,-84.60962361,42.67873069
253.0,274973,-84.60959374,42.67096491
254.0,274975,-84.60959029,42.67961108
255.0,274983,-84.60954183,42.74698608
256.0,274989,-84.60952272,42.67052886
257.0,274990,-84.60952249,42.68111666
258.0,274993,-84.60950846,42.6820355
259.0,274996,-84.60942452,42.72542965
260.0,274997,-84.60942321,42.72659858
261.0,275000,-84.60940641,42.72324367
262.0,275001,-84.60939235,42.72202864
263.0,275003,-84.60938747,42.72435343
264.0,275009,-84.60936438,42.71208718
265.0,275010,-84.60936062,42.68024939
266.0,275011,-84.60935026,42.67000613
267.0,275012,-84.6093423,42.75283304
268.0,275035,-84.60918199999999,42.68203386
269.0,275041,-84.60917265,42.68290182
270.0,275044,-84.60916507,42.69044117
271.0,275051,-84.60911865,42.69020173
272.0,275060,-84.60905932,42.75713416
273.0,275063,-84.60904658,42.73382421
274.0,275064,-84.60902829,42.76573392
275.0,275065,-84.60902258,42.68983368
276.0,275066,-84.60901684,42.74111408
277.0,275068,-84.60901582,42.76661747
278.0,275069,-84.60901552,42.7469818
279.0,275070,-84.60901317,42.74835086
280.0,275071,-84.60899089,42.68970075
281.0,275085,-84.60890243,42.75180369
282.0,275087,-84.60888803,42.69166511
283.0,275088,-84.60886687,42.68031852
284.0,275090,-84.60884491,42.69251061
285.0,275093,-84.60883158,42.7212187
286.0,275102,-84.60879214,42.70953869
287.0,275107,-84.60877628,42.70644291
288.0,275112,-84.60876119,42.67959427
289.0,275117,-84.60875518,42.67870691
290.0,275139,-84.60859517,42.68600318
291.0,275142,-84.6085806,42.73178882
292.0,275146,-84.6085535,42.72915913
293.0,275147,-84.6085515,42.73016078
294.0,275148,-84.60854639,42.73382979
295.0,275151,-84.60853285,42.73285088
296.0,275152,-84.6085315,42.68203003
297.0,275153,-84.60852941,42.68313574
298.0,275157,-84.60848184,42.72324492
299.0,275165,-84.60834914,42.68554067
300.0,275173,-84.60827065,42.68599761
301.0,275177,-84.60824985,42.67969151
302.0,275179,-84.60822966,42.68833922
303.0,275199,-84.60798439,42.75096888
304.0,275201,-84.60792556,42.67871276
305.0,275205,-84.60790342,42.67068225
306.0,275208,-84.6078949,42.69166956
307.0,275211,-84.60788168,42.69121107
308.0,275212,-84.60787496,42.69097822
309.0,275221,-84.60781496,42.73629022
310.0,275239,-84.60777959,42.74771634
311.0,275248,-84.60771858,42.7530004
312.0,275252,-84.60767921,42.68598824
313.0,275274,-84.60758585,42.67148787
314.0,275285,-84.60754969999999,42.68203493
315.0,275301,-84.60746928,42.72242286
316.0,275312,-84.60739267,42.73644625
317.0,275317,-84.60737147,42.70413759
318.0,275321,-84.60735519,42.66978244
319.0,275326,-84.60734655,42.69976535
320.0,275328,-84.60733577,42.67078513
321.0,275336,-84.60730238,42.76390486
322.0,275341,-84.60728352,42.68315855
323.0,275344,-84.60727415,42.74730187
324.0,275348,-84.60724658,42.671613
325.0,275354,-84.60722697,42.72542423
326.0,275361,-84.60720196,42.72437721
327.0,275362,-84.60719782,42.72659661
328.0,275377,-84.60715937,42.76643103
329.0,275379,-84.6071583,42.76441377
330.0,275388,-84.60714375,42.74541612
331.0,275420,-84.60703000000001,42.74711257
332.0,275424,-84.60701279,42.74110927
333.0,275425,-84.60700867,42.68042707
334.0,275429,-84.60698459999999,42.73388712
335.0,275436,-84.60693773,42.68964009
336.0,275437,-84.60693583,42.7291384
337.0,275440,-84.60692498,42.73179195
338.0,275442,-84.60691417,42.739839700000005
339.0,275443,-84.60691379999999,42.68975941
340.0,275447,-84.60688283,42.65120779
341.0,275454,-84.60686073,42.76989416
342.0,275463,-84.60678392,42.73964792
343.0,275480,-84.60671812,42.70304089
344.0,275484,-84.60670014,42.74200898
345.0,275485,-84.60669486,42.73594451
346.0,275487,-84.60669153,42.74110928
347.0,275491,-84.60667872,42.74681949
348.0,275493,-84.60666993,42.75335609
349.0,275499,-84.60665079,42.6787664
350.0,275500,-84.60662667,42.6973776
351.0,275501,-84.60662433,42.69703122
352.0,275503,-84.60661085,42.69554129
353.0,275505,-84.60660634,42.69039924
354.0,275514,-84.60651852,42.7534061
355.0,275518,-84.60649502,42.69061653
356.0,275533,-84.60644115,42.73902797
357.0,275539,-84.60638515,42.68823801
358.0,275553,-84.60630164,42.69475631
359.0,275570,-84.6062009,42.70483796
360.0,275582,-84.60612965,42.74831935
361.0,275583,-84.60612939,42.74942274
362.0,275584,-84.60612469,42.67114869
363.0,275594,-84.60607964,42.75029234
364.0,275604,-84.60604102,42.74719465
365.0,275616,-84.60596899999999,42.66977985
366.0,275618,-84.6059566,42.67046863
367.0,275627,-84.60591308,42.74575267
368.0,275630,-84.60588089,42.6867045
369.0,275639,-84.60577509,42.69397393
370.0,275652,-84.60569455,42.75151688
371.0,275657,-84.60567089,42.6927362
372.0,275662,-84.60565546,42.69497867
373.0,275666,-84.60563657,42.6892292
374.0,275670,-84.60559931,42.76447466
375.0,275684,-84.60553494,42.68934928
376.0,275689,-84.60549671,42.69326519
377.0,275692,-84.60544578,42.73177506
378.0,275694,-84.60543935,42.72915547
379.0,275697,-84.60543467,42.72659647
380.0,275699,-84.60542302,42.70352185
381.0,275701,-84.60541737,42.73121383
382.0,275702,-84.60541492,42.73488081
383.0,275703,-84.60541231,42.73508125
384.0,275704,-84.60541035,42.73393256
385.0,275705,-84.6054094,42.75265535
386.0,275706,-84.60540654,42.74831609
387.0,275712,-84.60538392,42.73800862
388.0,275713,-84.60537979,42.73576565
389.0,275714,-84.60537693,42.73819401
390.0,275715,-84.60537127,42.73913947
391.0,275717,-84.60535585,42.76564841
392.0,275720,-84.60533232,42.74114225
393.0,275721,-84.60532425,42.76667546
394.0,275723,-84.60530252,42.712074
395.0,275730,-84.60521142,42.69148417
396.0,275752,-84.60502405,42.69009995
397.0,275770,-84.60492464,42.67348427
398.0,275775,-84.60489476,42.69323791
399.0,275776,-84.60488836,42.72659595
400.0,275783,-84.60482525,42.67060513
401.0,275795,-84.60472294,42.69080696
402.0,275801,-84.60469498,42.70332613
403.0,275804,-84.60465908,42.66978316
404.0,275805,-84.60464581,42.70225596
405.0,275817,-84.60451371,42.67920785
406.0,275825,-84.60442586,42.67065666
407.0,275831,-84.6043835,42.72143608
408.0,275842,-84.60423004,42.66978424
409.0,275843,-84.60421632,42.72913688
410.0,275844,-84.6042052,42.7265953
411.0,275845,-84.60419112,42.733399
412.0,275847,-84.60418491,42.73119817
413.0,275849,-84.60417006,42.73366
414.0,275860,-84.60405059,42.76939742
415.0,275874,-84.60398857,42.67448212
416.0,275877,-84.6039766,42.67255706
417.0,275883,-84.60395075,42.67229174
418.0,275884,-84.60394154,42.67367015
419.0,275903,-84.60374157,42.70019137
420.0,275908,-84.60371295,42.66555991
421.0,275910,-84.6037103,42.66585202
422.0,275913,-84.60369817,42.76898923
423.0,275917,-84.60367634,42.76939291
424.0,275931,-84.6034383,42.69072406
425.0,275936,-84.60337397,42.68975355
426.0,275937,-84.60336462,42.69160285
427.0,275957,-84.60314187,42.69408112
428.0,275958,-84.60312891,42.68315931
429.0,275959,-84.60312665,42.70849505
430.0,275960,-84.60312206,42.69366976
431.0,275961,-84.60311999999999,42.70838734
432.0,275962,-84.60311949,42.70933554
433.0,275963,-84.60311861,42.68636146
434.0,275965,-84.60311418,42.68661779999999
435.0,275967,-84.60311188,42.68925753
436.0,275968,-84.60311157,42.70817223
437.0,275969,-84.60310968,42.70891655
438.0,275970,-84.60310911,42.70966433
439.0,275971,-84.60310708,42.70794752
440.0,275973,-84.60310524,42.690939799999995
441.0,275974,-84.6030998,42.70097973
442.0,275975,-84.60309878,42.69766704
443.0,275976,-84.60309876,42.69757991
444.0,275977,-84.60309866,42.70358302
445.0,275978,-84.60309843,42.69657348
446.0,275979,-84.60309713,42.69254179
447.0,275980,-84.60309565,42.688741799999995
448.0,275982,-84.60309266,42.70139724
449.0,275983,-84.60309178,42.68887002
450.0,275985,-84.60309000000001,42.68543539
451.0,275986,-84.60308799,42.7116419
452.0,275987,-84.60308502,42.70484652
453.0,275988,-84.60308231,42.6736904
454.0,275989,-84.60308113,42.69873443
455.0,275991,-84.60307808,42.68054345
456.0,275993,-84.60307198,42.67919821
457.0,275994,-84.60307005,42.70018212
458.0,275995,-84.60306988,42.67676842
459.0,275996,-84.6030691,42.67238613
460.0,275998,-84.60306071,42.71655807
461.0,275999,-84.60305511,42.6714224
462.0,276000,-84.60305313,42.66559211
463.0,276001,-84.6030527,42.665856299999994
464.0,276002,-84.60305192,42.71640707
465.0,276003,-84.60304562,42.70566957
466.0,276005,-84.60304514,42.66204722
467.0,276006,-84.60304322,42.72158631
468.0,276007,-84.60304185,42.72052471
469.0,276008,-84.60304146,42.66927464
470.0,276009,-84.60304140000001,42.669773
471.0,276010,-84.60303939,42.71380484
472.0,276011,-84.60303455,42.71972171
473.0,276014,-84.60302849,42.72438798
474.0,276015,-84.6030252,42.71724956
475.0,276017,-84.60302328,42.72187118
476.0,276018,-84.60302233,42.72548825
477.0,276020,-84.60301617,42.72658633
478.0,276021,-84.60301544,42.65718169
479.0,276022,-84.60301411,42.71930491
480.0,276023,-84.60301141,42.71741418
481.0,276024,-84.60301026,42.72375776
482.0,276025,-84.60300969,42.65482393
483.0,276026,-84.60300293,42.72283933
484.0,276028,-84.60298738,42.6537257
485.0,276031,-84.60296629,42.72912769
486.0,276037,-84.60294731,42.73390988
487.0,276038,-84.60294706,42.73003794
488.0,276039,-84.60293982,42.73119755
489.0,276043,-84.60289751,42.74111717
490.0,276045,-84.60289165,42.743636200000005
491.0,276046,-84.60288874,42.74836995
492.0,276047,-84.60288438,42.74617623
493.0,276052,-84.60286528,42.75079338
494.0,276053,-84.60286454,42.75148777
495.0,276055,-84.60284987,42.75346
496.0,276056,-84.60284983,42.75016975
497.0,276057,-84.60284806,42.75480957
498.0,276059,-84.60284588,42.75306625
499.0,276063,-84.60283238,42.75868866
500.0,276070,-84.60280065,42.76281188
501.0,276081,-84.60277421,42.76563779999999
502.0,276083,-84.60276642,42.76988777
503.0,276084,-84.60276617,42.76996771
504.0,276087,-84.60276416,42.76614715
505.0,276090,-84.60275894,42.76937694
506.0,276098,-84.60274285,42.76709305
507.0,276111,-84.60272227,42.71162574
508.0,276142,-84.60259622,42.71413697
509.0,276145,-84.60256995,42.70848596
510.0,276159,-84.60246409,42.76689979
511.0,276168,-84.60239646,42.687343
512.0,276175,-84.6023612,42.68832192
513.0,276202,-84.60221582,42.69187393
514.0,276203,-84.60221024,42.67364009
515.0,276204,-84.60220118,42.69093785
516.0,276212,-84.6021654,42.71116683
517.0,276214,-84.60214147,42.70138635
518.0,276221,-84.60211873,42.70679894
519.0,276226,-84.60209533,42.68740289
520.0,276228,-84.60209155,42.68832499
521.0,276235,-84.60200121,42.76030251
522.0,276245,-84.60194842,42.69648204
523.0,276250,-84.60193213,42.7122838
524.0,276259,-84.60188711,42.69385870000001
525.0,276261,-84.6018689,42.76988076
526.0,276265,-84.60185478,42.75867221
527.0,276266,-84.60185345,42.72199907
528.0,276270,-84.60183384,42.70416301
529.0,276288,-84.60173351,42.70258397
530.0,276295,-84.60170131,42.75737704
531.0,276297,-84.60168185,42.70340432
532.0,276299,-84.60165412,42.76003152
533.0,276305,-84.60163311,42.74615866
534.0,276322,-84.6015287,42.71318026
535.0,276324,-84.60152372,42.75097388
536.0,276361,-84.60119064,42.69949789
537.0,276367,-84.60115290000002,42.76372081
538.0,276373,-84.6011176,42.70873395
539.0,276379,-84.60109703,42.67230499
540.0,276389,-84.60104484,42.70155977
541.0,276393,-84.60104181,42.70953764
542.0,276397,-84.60101771,42.69319609
543.0,276402,-84.60101017,42.69672365
544.0,276421,-84.60092314,42.7121635
545.0,276425,-84.60091332,42.70963875
546.0,276426,-84.60090226,42.76165341
547.0,276429,-84.60089251,42.76381491
548.0,276441,-84.60086713,42.67325549
549.0,276449,-84.60084696,42.6736443
550.0,276491,-84.60073359999998,42.70605623
551.0,276496,-84.60068298,42.68529857
552.0,276498,-84.60068076,42.6843987
553.0,276502,-84.60067095,42.68635233
554.0,276507,-84.60066259,42.68744183
555.0,276509,-84.60066109,42.68834129
556.0,276516,-84.60064824,42.68926422
557.0,276517,-84.6006456,42.68968506
558.0,276530,-84.60054939,42.71356291
559.0,276533,-84.60052707,42.73001469
560.0,276534,-84.6005265,42.72666192
561.0,276536,-84.6005248,42.76950091
562.0,276538,-84.60052023,42.74297824
563.0,276543,-84.6005045,42.7339106
564.0,276549,-84.60047955,42.74615907
565.0,276554,-84.60044528,42.748379299999996
566.0,276559,-84.60043795,42.74460889
567.0,276560,-84.60042663,42.75156532
568.0,276561,-84.60042516,42.75097133
569.0,276568,-84.6003897,42.74993875
570.0,276571,-84.60036977,42.66014285
571.0,276573,-84.60035649999999,42.7469743
572.0,276574,-84.60035478,42.76281415
573.0,276580,-84.60031273,42.75785582
574.0,276596,-84.60022657,42.75867331
575.0,276605,-84.60013811,42.75959748
576.0,276610,-84.60006068,42.705049
577.0,276628,-84.59995297,42.70791889
578.0,276629,-84.59993997,42.70915194
579.0,276630,-84.59993801,42.70942011
580.0,276631,-84.59993675,42.70240602
581.0,276632,-84.59993063,42.70153870000001
582.0,276634,-84.59992867,42.70323008
583.0,276638,-84.5999215,42.70401092
584.0,276648,-84.59984829,42.69670233
585.0,276649,-84.59984815,42.70883127
586.0,276650,-84.59984058,42.75253336
587.0,276652,-84.59983864,42.75097309
588.0,276661,-84.59980411,42.76166133
589.0,276666,-84.59977193,42.7132319
590.0,276669,-84.59975743,42.75351141
591.0,276683,-84.59967371,42.70652929999999
592.0,276684,-84.59966489,42.72499466
593.0,276687,-84.59965217,42.72570288
594.0,276690,-84.59964175,42.69966204
595.0,276693,-84.59963383,42.72454125
596.0,276697,-84.59962105,42.7238911
597.0,276701,-84.59960622,42.725389
598.0,276715,-84.59954169,42.74109902
599.0,276717,-84.59953983,42.7436876
600.0,276728,-84.59948351,42.69765234
601.0,276730,-84.59948097,42.72327753
602.0,276736,-84.59946090000001,42.69869706
603.0,276744,-84.59943049,42.69208741
604.0,276748,-84.59941373,42.71485434
605.0,276761,-84.59934073,42.74614285
606.0,276770,-84.59925851,42.69752507
607.0,276772,-84.59925395,42.69765049
608.0,276773,-84.59924868,42.69779546
609.0,276776,-84.59921001,42.75269025
610.0,276777,-84.59920035,42.74700545
611.0,276781,-84.5991438,42.76580985
612.0,276785,-84.59912767,42.76498313
613.0,276792,-84.59907524,42.74840368
614.0,276797,-84.59904676,42.75180838
615.0,276798,-84.59904298,42.75014471
616.0,276799,-84.59904169,42.75097547
617.0,276810,-84.59894189,42.70929603
618.0,276814,-84.59891147,42.71686486
619.0,276816,-84.59890302,42.76667373
620.0,276817,-84.59890118,42.76691789
621.0,276818,-84.59889164,42.76818787
622.0,276819,-84.59888259,42.68437432
623.0,276820,-84.59887928,42.68527955
624.0,276821,-84.59887895,42.71126597
625.0,276823,-84.59885304,42.71033507
626.0,276825,-84.59883022,42.67116141
627.0,276829,-84.59879061,42.71436841
628.0,276830,-84.59878163,42.749449
629.0,276831,-84.59877349,42.74428331
630.0,276833,-84.5987569,42.72300576
631.0,276835,-84.59874123,42.69320209
632.0,276837,-84.59873318,42.69764629
633.0,276839,-84.59872777,42.76898754
634.0,276843,-84.59870224,42.696714899999996
635.0,276848,-84.59866449,42.75959063
636.0,276854,-84.59862491,42.71068097
637.0,276855,-84.5986202,42.72452851
638.0,276864,-84.59854754,42.69395347
639.0,276867,-84.59853536,42.76281547
640.0,276868,-84.59851485,42.69143837
641.0,276869,-84.59848853,42.761275899999994
642.0,276872,-84.59844636,42.75767379999999
643.0,276876,-84.59843651,42.70944636
644.0,276877,-84.59842865,42.75657751
645.0,276878,-84.59842597,42.7634474
646.0,276882,-84.5983367,42.70878508
647.0,276887,-84.59826418,42.75863545
648.0,276888,-84.59825785,42.74213909
649.0,276889,-84.59825304,42.71175561
650.0,276890,-84.59824998,42.7119011
651.0,276896,-84.59819449999999,42.75553262
652.0,276897,-84.59819231,42.71555247
653.0,276900,-84.59817084,42.74108766
654.0,276921,-84.59807837,42.73002206
655.0,276926,-84.59806126,42.74508291
656.0,276927,-84.5980568,42.733880799999994
657.0,276929,-84.59804865,42.72666813
658.0,276945,-84.59799743,42.74592445
659.0,276947,-84.59798287,42.74371463
660.0,276953,-84.59796026,42.76819037
661.0,276955,-84.59795305,42.7474392
662.0,276958,-84.59794072,42.74661203
663.0,276966,-84.59789985,42.69672356
664.0,276967,-84.5978944,42.74839026
665.0,276969,-84.59789029999999,42.67048503
666.0,276970,-84.5978887,42.6717857
667.0,276979,-84.59784126,42.71644407
668.0,276983,-84.59783379,42.72445523
669.0,276985,-84.59781923,42.6831404
670.0,276992,-84.59779386,42.67895303
671.0,276993,-84.59779167,42.66926968
672.0,276996,-84.59778804,42.67977754
673.0,276997,-84.59778764,42.67697532
674.0,276999,-84.59777356,42.67813491
675.0,277006,-84.59772451,42.76497668
676.0,277007,-84.59772355,42.76484516
677.0,277010,-84.59768457,42.76579341
678.0,277015,-84.59766952,42.71509654
679.0,277016,-84.59766162,42.7259727
680.0,277020,-84.59765254,42.68330704
681.0,277021,-84.59764998,42.68313761
682.0,277022,-84.59764702,42.68294104
683.0,277028,-84.59763641,42.72666639
684.0,277033,-84.59761097,42.69039461
685.0,277036,-84.59760328,42.69103334
686.0,277037,-84.59760229,42.69468806
687.0,277038,-84.59759984,42.69382755
688.0,277043,-84.59757057,42.76621698
689.0,277045,-84.59756766,42.67396847
690.0,277046,-84.59756473,42.70867289
691.0,277054,-84.59749102,42.76663476
692.0,277060,-84.59744671,42.75959829
693.0,277065,-84.59740135,42.76248087
694.0,277068,-84.59733883,42.67234338
695.0,277070,-84.59732585,42.76696011
